iteration,node,config_id,val_primary,accepted,delta
1,1,bce19171850a,0.601440,True,0.0
1,2,54794c9f54ca,0.601716,False,0.00027615083235706567
1,3,a2cc8e05f859,0.592398,False,-0.00904151596908731
1,5,0700557629de,0.601460,False,2.021648816893003e-05
1,8,2665f53f972c,0.598129,False,-0.0033112064569770228
1,10,cac5cd2eb39e,0.601776,False,0.00033627313755997995
2,11,ens_rank3,0.602275,True,0.0008348826712903193
